year,context,cluster
2,kira gelirleri 150 000 04 alınan bağış ve yardımlar ile özel gelirler 97 897 000 2 merkezi yönetim bütçesine dahil i,91
2,802 000 1 00 genel personel hizmetleri 656 000 2 özel bütçeli i dareler 656 000 01 personel gi derleri 547,90
2,2 00 genel planlama ve istatistik hizmetleri 584 000 2 özel bütçeli i dareler 584 000 01 personel gi derleri 473,74
2,562 000 00 diğer genel hizmetler 5 510 000 2 özel bütçeli i dareler 5 510 000 01 personel gi derleri,32
2,taşınmaz mal gelirleri i le yürütülecek hizmetler 52 000 2 özel bütçeli i dareler 52 000 03 mal ve hi zmet,80
2,22 000 4 00 kurumsal güvenlik hizmetleri 22 000 2 özel bütçeli i dareler 22 000 03 mal ve hi zmet,63
2,hizmetleri 109 000 3 00 dişçilik hizmetleri 109 000 2 özel bütçeli i dareler 109 000 05 cari transferler 109 000,50
2,74 000 1 00 genel hastane hizmetleri 74 000 2 özel bütçeli i dareler 74 000 03 mal ve hi zmet,66
2,000 0 00 dinlenme ve spor hizmetleri 500 000 2 özel bütçeli i dareler 500 000 06 sermaye gi derleri 500,53
2,499 000 0 00 kültür hizmetleri 1 499 000 2 özel bütçeli i dareler 1 499 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 66 624 000 2 özel bütçeli i dareler 66 624 000 01 personel gi derleri,89
2,kinci öğretim gelirleri i le yürütülecek hizmetler 433 000 2 özel bütçeli i dareler 433 000 01 personel gi derleri 299,86
2,yaz okulu gelirleri i le yürütülecek hizmetler 117 000 2 özel bütçeli i dareler 117 000 01 personel gi derleri 82,96
2,yüksek lisans gelirleri i le yürütülecek hizmetler 95 000 2 özel bütçeli i dareler 95 000 01 personel gi derleri 70,98
2,00 doktora eğitimi veren yükseköğretim hizmetleri 1 870 000 2 özel bütçeli i dareler 1 870 000 01 personel gi derleri,92
2,118 000 00 eğitime yardımcı hizmetler 1 851 000 2 özel bütçeli i dareler 1 851 000 01 personel gi derleri,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 550 000 2 özel bütçeli i dareler 550 000 03 mal ve hi zmet,79
2,ii 04 öğrencilerin barınmasına i lişkin giderler 12 000 2 özel bütçeli i dareler 12 000 03 mal ve hi zmet,52
2,000 05 öğrencilerin sağlığına i lişkin giderler 2 000 2 özel bütçeli i dareler 2 000 03 mal ve hi zmet,93
2,kültür ve spor faaliyetlerine i lişkin giderler 36 000 2 özel bütçeli i dareler 36 000 03 mal ve hi zmet,54
2,gi derleri 1 000 07 diğer giderler 667 000 2 özel bütçeli i dareler 667 000 01 personel gi derleri 598,73
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 423 000 2 özel bütçeli i dareler 423 000 03 mal ve hi zmet,97
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 47 000 2 özel bütçeli i dareler 47 000 03 mal ve hi zmet,71
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 87 000 2 özel bütçeli i dareler 87 000 03 mal ve hi zmet,64
2,kira gelirleri 52 000 04 alınan bağış ve yardımlar ile özel gelirler 79 809 000 2 merkezi yönetim bütçesine dahil i,91
2,000 2 kişi ve kurumlardan alınan paylar 6 000 6 özel bütçeli i darelere ait paylar 6 000 16 araştırma projeleri,75
2,000 1 00 genel personel hizmetleri 4 202 000 2 özel bütçeli i dareler 4 202 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 72 000 2 özel bütçeli i dareler 72 000 01 personel gi derleri 39,74
2,000 9 00 diğer genel hizmetler 4 352 000 2 özel bütçeli i dareler 4 352 000 01 personel gi derleri,32
2,hizmetleri 322 000 0 00 kültür hizmetleri 322 000 2 özel bütçeli i dareler 322 000 01 personel gi derleri 38,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 25 212 000 2 özel bütçeli i dareler 25 212 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 330 000 2 özel bütçeli i dareler 330 000 01 personel gi derleri 13,92
2,hizmetler 434 000 00 eğitime yardımcı hizmetler 43 000 2 özel bütçeli i dareler 43 000 01 personel gi derleri 12,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 240 000 2 özel bütçeli i dareler 240 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 130 000 2 özel bütçeli i dareler 130 000 03 mal ve hi zmet,54
2,zmet alimlari 51 000 07 diğer giderler 21 000 2 özel bütçeli i dareler 21 000 01 personel gi derleri 20,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 356 000 2 özel bütçeli i dareler 356 000 03 mal ve hi zmet,97
2,152 000 00 sınıflandırmaya girmeyen eğitim hizmetleri 135 000 2 özel bütçeli i dareler 135 000 01 personel gi derleri 47,95
2,30 000 03 i ç denetim hizmetleri 17 000 2 özel bütçeli i dareler 17 000 01 personel gi derleri 13,78
2,05 engellilerin erişebilirliğinin sağlanması amacıyla yapılacak giderler 100 000 2 özel bütçeli i dareler 100 000 06 sermaye gi derleri 100,85
2,hizmet gelirleri 33 000 04 alınan bağış ve yardımlar ile özel gelirler 35 141 000 2 merkezi yönetim bütçesine dahil i,60
2,000 1 00 genel personel hizmetleri 5 069 000 2 özel bütçeli i dareler 5 069 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 84 000 2 özel bütçeli i dareler 84 000 01 personel gi derleri 51,74
2,000 9 00 diğer genel hizmetler 2 262 000 2 özel bütçeli i dareler 2 262 000 01 personel gi derleri,32
2,084 000 0 00 kültür hizmetleri 1 084 000 2 özel bütçeli i dareler 1 084 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 30 633 000 2 özel bütçeli i dareler 30 633 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 95 000 2 özel bütçeli i dareler 95 000 01 personel gi derleri 24,92
2,hizmetler 481 000 00 eğitime yardımcı hizmetler 84 000 2 özel bütçeli i dareler 84 000 01 personel gi derleri 49,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 241 000 2 özel bütçeli i dareler 241 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 130 000 2 özel bütçeli i dareler 130 000 03 mal ve hi zmet,54
2,zmet alimlari 51 000 07 diğer giderler 26 000 2 özel bütçeli i dareler 26 000 01 personel gi derleri 25,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 373 000 2 özel bütçeli i dareler 373 000 03 mal ve hi zmet,97
2,iii iv i ii iii iv i i ii 2 özel bütçeli i dareler 110 000 01 personel gi derleri 23,57
2,30 000 03 i ç denetim hizmetleri 27 000 2 özel bütçeli i dareler 27 000 01 personel gi derleri 23,78
2,05 engellilerin erişebilirliğinin sağlanması amacıyla yapılacak giderler 200 000 2 özel bütçeli i dareler 200 000 06 sermaye gi derleri 200,85
2,hizmet gelirleri 33 000 04 alınan bağış ve yardımlar ile özel gelirler 40 021 000 2 merkezi yönetim bütçesine dahil i,60
2,000 9 00 diğer genel hizmetler 6 224 000 2 özel bütçeli i dareler 6 224 000 01 personel gi derleri,32
2,i ii iii iv 04 alınan bağış ve yardımlar ile özel gelirler 6 224 000 aynen kabul 2 merkezi yönetim bütçesine,46
2,862 000 1 00 genel personel hizmetleri 916 000 2 özel bütçeli i dareler 916 000 01 personel gi derleri 620,90
2,2 00 genel planlama ve istatistik hizmetleri 226 000 2 özel bütçeli i dareler 226 000 01 personel gi derleri 198,74
2,000 9 00 diğer genel hizmetler 6 720 000 2 özel bütçeli i dareler 6 720 000 01 personel gi derleri,32
2,hizmetleri 282 000 0 00 kültür hizmetleri 282 000 2 özel bütçeli i dareler 282 000 01 personel gi derleri 207,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 17 148 000 2 özel bütçeli i dareler 17 148 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 389 000 2 özel bütçeli i dareler 389 000 01 personel gi derleri 292,92
2,1 185 000 00 eğitime yardımcı hizmetler 588 000 2 özel bütçeli i dareler 588 000 01 personel gi derleri 470,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 370 000 2 özel bütçeli i dareler 370 000 03 mal ve hi zmet,79
2,000 04 öğrencilerin barınmasına i lişkin giderler 35 000 2 özel bütçeli i dareler 35 000 03 mal ve hi zmet,52
2,000 05 öğrencilerin sağlığına i lişkin giderler 8 000 2 özel bütçeli i dareler 8 000 03 mal ve hi zmet,93
2,kültür ve spor faaliyetlerine i lişkin giderler 127 000 2 özel bütçeli i dareler 127 000 03 mal ve hi zmet,54
2,zmet alimlari 75 000 07 diğer giderler 57 000 2 özel bütçeli i dareler 57 000 01 personel gi derleri 40,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 12 000 2 özel bütçeli i dareler 12 000 03 mal ve hi zmet,97
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 301 000 2 özel bütçeli i dareler 301 000 01 personel gi derleri 179,88
2,hizmet gelirleri 40 000 04 alınan bağış ve yardımlar ile özel gelirler 26 582 000 2 merkezi yönetim bütçesine dahil i,60
2,689 000 1 00 genel personel hizmetleri 391 000 2 özel bütçeli i dareler 391 000 01 personel gi derleri 95,90
2,2 00 genel planlama ve istatistik hizmetleri 114 000 2 özel bütçeli i dareler 114 000 01 personel gi derleri 95,74
2,000 9 00 diğer genel hizmetler 2 184 000 2 özel bütçeli i dareler 2 184 000 01 personel gi derleri,32
2,hizmetleri 674 000 0 00 kültür hizmetleri 674 000 2 özel bütçeli i dareler 674 000 01 personel gi derleri 56,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 14 952 000 2 özel bütçeli i dareler 14 952 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 221 000 2 özel bütçeli i dareler 221 000 01 personel gi derleri 191,92
2,hizmetler 622 000 00 eğitime yardımcı hizmetler 210 000 2 özel bütçeli i dareler 210 000 01 personel gi derleri 191,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 300 000 2 özel bütçeli i dareler 300 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 107 000 2 özel bütçeli i dareler 107 000 03 mal ve hi zmet,54
2,zmet alimlari 40 000 07 diğer giderler 5 000 2 özel bütçeli i dareler 5 000 01 personel gi derleri 5,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 131 000 2 özel bütçeli i dareler 131 000 03 mal ve hi zmet,97
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 125 000 2 özel bütçeli i dareler 125 000 01 personel gi derleri 38,95
2,hizmet gelirleri 1 000 04 alınan bağış ve yardımlar ile özel gelirler 19 002 000 2 merkezi yönetim bütçesine dahil i,60
2,000 1 00 genel personel hizmetleri 5 831 000 2 özel bütçeli i dareler 5 831 000 01 personel gi derleri,90
2,00 genel planlama ve istatistik hizmetleri 2 628 000 2 özel bütçeli i dareler 2 628 000 01 personel gi derleri,74
2,000 9 00 diğer genel hizmetler 12 910 000 2 özel bütçeli i dareler 12 910 000 01 personel gi derleri,32
2,hizmetleri 642 000 0 00 kültür hizmetleri 642 000 2 özel bütçeli i dareler 642 000 03 mal ve hi zmet,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 65 127 000 2 özel bütçeli i dareler 65 127 000 01 personel gi derleri,89
2,kinci öğretim gelirleri i le yürütülecek hizmetler 273 000 2 özel bütçeli i dareler 273 000 01 personel gi derleri 145,86
2,yüksek lisans gelirleri i le yürütülecek hizmetler 165 000 2 özel bütçeli i dareler 165 000 01 personel gi derleri 113,98
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 932 000 2 özel bütçeli i dareler 932 000 01 personel gi derleri 630,92
2,246 000 00 eğitime yardımcı hizmetler 1 268 000 2 özel bütçeli i dareler 1 268 000 01 personel gi derleri,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 680 000 2 özel bütçeli i dareler 680 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 25 000 2 özel bütçeli i dareler 25 000 03 mal ve hi zmet,54
2,zmet alimlari 3 000 07 diğer giderler 273 000 2 özel bütçeli i dareler 273 000 01 personel gi derleri 100,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 572 000 2 özel bütçeli i dareler 572 000 03 mal ve hi zmet,97
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 71 000 2 özel bütçeli i dareler 71 000 03 mal ve hi zmet,71
2,149 000 00 sınıflandırmaya girmeyen eğitim hizmetleri 25 000 2 özel bütçeli i dareler 25 000 03 mal ve hi zmet,64
2,25 000 03 i ç denetim hizmetleri 124 000 2 özel bütçeli i dareler 124 000 01 personel gi derleri 106,78
2,lisans gelirleri 236 000 04 alınan bağış ve yardımlar ile özel gelirler 90 022 000 2 merkezi yönetim bütçesine dahil i,60
2,000 1 00 genel personel hizmetleri 1 484 000 2 özel bütçeli i dareler 1 484 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 639 000 2 özel bütçeli i dareler 639 000 01 personel gi derleri 528,74
2,000 9 00 diğer genel hizmetler 6 393 000 2 özel bütçeli i dareler 6 393 000 01 personel gi derleri,32
2,hizmetleri 123 000 1 00 genel poliklinikler 13 000 2 özel bütçeli i dareler 13 000 01 personel gi derleri 8,42
2,yolluklar 3 000 3 00 dişçilik hizmetleri 110 000 2 özel bütçeli i dareler 110 000 05 cari transferler 110 000,50
2,000 1 00 genel hastane hizmetleri 5 439 000 2 özel bütçeli i dareler 5 439 000 01 personel gi derleri,66
2,319 000 0 00 kültür hizmetleri 1 319 000 2 özel bütçeli i dareler 1 319 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 41 853 000 2 özel bütçeli i dareler 41 853 000 01 personel gi derleri,89
2,kinci öğretim gelirleri i le yürütülecek hizmetler 96 000 2 özel bütçeli i dareler 96 000 01 personel gi derleri 67,86
2,00 doktora eğitimi veren yükseköğretim hizmetleri 1 034 000 2 özel bütçeli i dareler 1 034 000 01 personel gi derleri,92
2,i ii 00 eğitime yardımcı hizmetler 1 330 000 2 özel bütçeli i dareler 1 330 000 01 personel gi derleri,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 416 000 2 özel bütçeli i dareler 416 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 24 000 2 özel bütçeli i dareler 24 000 03 mal ve hi zmet,54
2,3 yolluklar 4 000 07 diğer giderler 11 000 2 özel bütçeli i dareler 11 000 01 personel gi derleri 10,73
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 162 000 2 özel bütçeli i dareler 162 000 03 mal ve hi zmet,97
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 20 000 2 özel bütçeli i dareler 20 000 03 mal ve hi zmet,71
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 274 000 2 özel bütçeli i dareler 274 000 01 personel gi derleri 191,95
2,doktora gelirleri 1 000 04 alınan bağış ve yardımlar ile özel gelirler 60 049 000 2 merkezi yönetim bütçesine dahil i,60
2,000 2 kişi ve kurumlardan alınan paylar 20 000 6 özel bütçeli i darelere ait paylar 20 000 16 araştırma projeleri,75
2,000 1 00 genel personel hizmetleri 1 090 000 2 özel bütçeli i dareler 1 090 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 236 000 2 özel bütçeli i dareler 236 000 01 personel gi derleri 204,74
2,000 9 00 diğer genel hizmetler 2 778 000 2 özel bütçeli i dareler 2 778 000 01 personel gi derleri,32
2,hizmetleri 289 000 0 00 kültür hizmetleri 289 000 2 özel bütçeli i dareler 289 000 01 personel gi derleri 203,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 50 521 000 2 özel bütçeli i dareler 50 521 000 1165 ödenek cetveli bütçe,89
2,kinci öğretim gelirleri i le yürütülecek hizmetler 33 000 2 özel bütçeli i dareler 33 000 01 personel gi derleri 23,86
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 288 000 2 özel bütçeli i dareler 288 000 01 personel gi derleri 213,92
2,1 394 000 00 eğitime yardımcı hizmetler 456 000 2 özel bütçeli i dareler 456 000 01 personel gi derleri 407,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 357 000 2 özel bütçeli i dareler 357 000 03 mal ve hi zmet,79
2,000 04 öğrencilerin barınmasına i lişkin giderler 14 000 2 özel bütçeli i dareler 14 000 03 mal ve hi zmet,52
2,iii iv i ii iii iv i i ii 2 özel bütçeli i dareler 12 000 03 mal ve hi zmet,68
2,kültür ve spor faaliyetlerine i lişkin giderler 187 000 2 özel bütçeli i dareler 187 000 03 mal ve hi zmet,54
2,gi derleri 14 000 07 diğer giderler 368 000 2 özel bütçeli i dareler 368 000 01 personel gi derleri 90,73
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 326 000 2 özel bütçeli i dareler 326 000 03 mal ve hi zmet,97
2,210 000 00 sınıflandırmaya girmeyen eğitim hizmetleri 127 000 2 özel bütçeli i dareler 127 000 01 personel gi derleri 30,95
2,33 000 03 i ç denetim hizmetleri 83 000 2 özel bütçeli i dareler 83 000 01 personel gi derleri 76,78
2,hizmet gelirleri 200 000 04 alınan bağış ve yardımlar ile özel gelirler 56 194 000 2 merkezi yönetim bütçesine dahil i,60
2,000 1 00 genel personel hizmetleri 18 444 000 2 özel bütçeli i dareler 18 444 000 01 personel gi derleri,90
2,00 genel planlama ve istatistik hizmetleri 1 606 000 2 özel bütçeli i dareler 1 606 000 01 personel gi derleri,72
2,170 000 00 diğer genel hizmetler 47 599 000 2 özel bütçeli i dareler 47 599 000 01 personel gi derleri,61
2,mal gelirleri i le yürütülecek hizmetler 1 571 000 2 özel bütçeli i dareler 1 571 000 03 mal ve hi,62
2,000 1 00 genel hastane hizmetleri 32 632 000 2 özel bütçeli i dareler 32 632 000 03 mal ve hi,66
2,794 000 0 00 kültür hizmetleri 6 794 000 2 özel bütçeli i dareler 6 794 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 467 606 000 2 özel bütçeli i dareler 467 606 000 01 personel gi derleri,89
2,öğretim gelirleri i le yürütülecek hizmetler 1 440 000 2 özel bütçeli i dareler 1 440 000 01 personel gi derleri,84
2,yüksek lisans gelirleri i le yürütülecek hizmetler 77 000 2 özel bütçeli i dareler 77 000 01 personel gi derleri 77,98
2,14 uzaktan öğretim gelirleri ile yürütülecek hizmetler 25 000 2 özel bütçeli i dareler 25 000 01 personel gi derleri 14,65
2,00 doktora eğitimi veren yükseköğretim hizmetleri 21 357 000 2 özel bütçeli i dareler 21 357 000 01 personel gi derleri,92
2,732 000 00 eğitime yardımcı hizmetler 4 995 000 2 özel bütçeli i dareler 4 995 000 01 personel gi derleri,77
2,03 öğrencilerin beslenmelerine i lişkin giderler 11 407 000 2 özel bütçeli i dareler 11 407 000 01 personel gi derleri,55
2,000 04 öğrencilerin barınmasına i lişkin giderler 364 000 2 özel bütçeli i dareler 364 000 03 mal ve hi zmet,52
2,kültür ve spor faaliyetlerine i lişkin giderler 634 000 2 özel bütçeli i dareler 634 000 03 mal ve hi zmet,54
2,alimlari 130 000 07 diğer giderler 6 332 000 2 özel bütçeli i dareler 6 332 000 01 personel gi derleri,81
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 385 000 2 özel bütçeli i dareler 385 000 03 mal ve hi zmet,97
2,01 bilimsel ve teknolojik araştırma hizmetleri 9 198 000 2 özel bütçeli i dareler 9 198 000 03 mal ve hi,51
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 424 000 2 özel bütçeli i dareler 424 000 03 mal ve hi zmet,64
2,hizmetleri 100 000 05 yaşlı bakım hizmetleri 100 000 2 özel bütçeli i dareler 100 000 06 sermaye gi derleri 100,37
2,gelirleri 1 481 000 04 alınan bağış ve yardımlar ile özel gelirler 601 942 000 2 merkezi yönetim bütçesine dahil i,60
2,2 kişi ve kurumlardan alınan paylar 9 165 000 6 özel bütçeli i darelere ait paylar 9 165 000 16 araştırma,99
2,000 1 00 genel personel hizmetleri 4 714 000 2 özel bütçeli i dareler 4 714 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 410 000 2 özel bütçeli i dareler 410 000 01 personel gi derleri 288,74
2,000 9 00 diğer genel hizmetler 54 861 000 2 özel bütçeli i dareler 54 861 000 01 personel gi derleri,32
2,494 000 0 00 kültür hizmetleri 2 494 000 2 özel bütçeli i dareler 2 494 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 122 468 000 2 özel bütçeli i dareler 122 468 000 01 personel gi derleri,89
2,00 doktora eğitimi veren yükseköğretim hizmetleri 28 398 000 2 özel bütçeli i dareler 28 398 000 01 personel gi derleri,92
2,470 000 00 eğitime yardımcı hizmetler 5 871 000 2 özel bütçeli i dareler 5 871 000 01 personel gi derleri,77
2,03 öğrencilerin beslenmelerine i lişkin giderler 5 242 000 2 özel bütçeli i dareler 5 242 000 01 personel gi derleri,55
2,kültür ve spor faaliyetlerine i lişkin giderler 55 000 2 özel bütçeli i dareler 55 000 03 mal ve hi zmet,54
2,zmet alimlari 11 000 07 diğer giderler 302 000 2 özel bütçeli i dareler 302 000 02 sosyal güvenli k kurumlarina,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 419 000 2 özel bütçeli i dareler 419 000 03 mal ve hi zmet,97
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 645 000 2 özel bütçeli i dareler 645 000 03 mal ve hi zmet,71
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 882 000 2 özel bütçeli i dareler 882 000 01 personel gi derleri 702,88
2,i ii iii iv 04 alınan bağış ve yardımlar ile özel gelirler 220 517 000 aynen kabul 2 merkezi yönetim bütçesine,46
2,000 2 kişi ve kurumlardan alınan paylar 645 000 6 özel bütçeli i darelere ait paylar 645 000 16 araştırma projeleri,75
2,000 1 00 genel personel hizmetleri 2 545 000 2 özel bütçeli i dareler 2 545 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 424 000 2 özel bütçeli i dareler 424 000 01 personel gi derleri 353,74
2,553 000 00 diğer genel hizmetler 6 336 000 2 özel bütçeli i dareler 6 336 000 01 personel gi derleri,61
2,taşınmaz mal gelirleri i le yürütülecek hizmetler 217 000 2 özel bütçeli i dareler 217 000 03 mal ve hi zmet,80
2,hizmetleri 425 000 0 00 kültür hizmetleri 425 000 2 özel bütçeli i dareler 425 000 01 personel gi derleri 289,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 87 006 000 2 özel bütçeli i dareler 87 006 000 01 personel gi derleri,89
2,öğretim gelirleri i le yürütülecek hizmetler 2 250 000 2 özel bütçeli i dareler 2 250 000 01 personel gi derleri,84
2,yaz okulu gelirleri i le yürütülecek hizmetler 10 000 2 özel bütçeli i dareler 10 000 01 personel gi derleri 7,96
2,yüksek lisans gelirleri i le yürütülecek hizmetler 67 000 2 özel bütçeli i dareler 67 000 01 personel gi derleri 43,98
2,14 uzaktan öğretim gelirleri ile yürütülecek hizmetler 133 000 2 özel bütçeli i dareler 133 000 01 personel gi derleri 93,65
2,iii iv i ii iii iv i i ii 2 özel bütçeli i dareler 1 393 000 01 personel gi derleri,57
2,03 öğrencilerin beslenmelerine i lişkin giderler 2 273 000 2 özel bütçeli i dareler 2 273 000 03 mal ve hi,67
2,kültür ve spor faaliyetlerine i lişkin giderler 370 000 2 özel bütçeli i dareler 370 000 01 personel gi derleri 195,70
2,gi derleri 32 000 07 diğer giderler 258 000 2 özel bütçeli i dareler 258 000 02 sosyal güvenli k kurumlarina,81
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 60 000 2 özel bütçeli i dareler 60 000 03 mal ve hi zmet,97
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 29 000 2 özel bütçeli i dareler 29 000 03 mal ve hi zmet,71
2,000 00 sınıflandırmaya girmeyen eğitim hizmetleri 3 538 000 2 özel bütçeli i dareler 3 538 000 01 personel gi derleri,88
2,11 000 03 i ç denetim hizmetleri 85 000 2 özel bütçeli i dareler 85 000 1195 ödenek cetveli bütçe yili,78
2,kira gelirleri 217 000 04 alınan bağış ve yardımlar ile özel gelirler 101 812 000 2 merkezi yönetim bütçesine dahil i,91
2,121 000 1 00 genel personel hizmetleri 596 000 2 özel bütçeli i dareler 596 000 01 personel gi derleri 299,90
2,2 00 genel planlama ve istatistik hizmetleri 433 000 2 özel bütçeli i dareler 433 000 01 personel gi derleri 412,74
2,000 9 00 diğer genel hizmetler 4 092 000 2 özel bütçeli i dareler 4 092 000 01 personel gi derleri,32
2,753 000 0 00 kültür hizmetleri 1 753 000 2 özel bütçeli i dareler 1 753 000 01 personel gi derleri,76
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 27 709 000 2 özel bütçeli i dareler 27 709 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 55 000 2 özel bütçeli i dareler 55 000 03 mal ve hi zmet,92
2,841 000 00 eğitime yardımcı hizmetler 1 359 000 2 özel bütçeli i dareler 1 359 000 01 personel gi derleri,77
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 326 000 2 özel bütçeli i dareler 326 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 136 000 2 özel bütçeli i dareler 136 000 01 personel gi derleri 5,70
2,zmet alimlari 43 000 07 diğer giderler 20 000 2 özel bütçeli i dareler 20 000 01 personel gi derleri 20,87
2,eğitime i lişkin araştırma ve geliştirme hizmetleri 152 000 2 özel bütçeli i dareler 152 000 03 mal ve hi zmet,97
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 79 000 2 özel bütçeli i dareler 79 000 03 mal ve hi zmet,64
2,hizmet gelirleri 33 000 04 alınan bağış ve yardımlar ile özel gelirler 36 228 000 2 merkezi yönetim bütçesine dahil i,60
2,000 1 00 genel personel hizmetleri 2 572 000 2 özel bütçeli i dareler 2 572 000 01 personel gi derleri,90
2,2 00 genel planlama ve istatistik hizmetleri 5 000 2 özel bütçeli i dareler 5 000 03 mal ve hi zmet,74
2,000 9 00 diğer genel hizmetler 2 592 000 2 özel bütçeli i dareler 2 592 000 03 mal ve hi,32
2,hizmetleri 257 000 0 00 kültür hizmetleri 257 000 2 özel bütçeli i dareler 257 000 03 mal ve hi zmet,82
2,üniversiteler ve yükseköğretim hizmeti veren kurumlar 12 974 000 2 özel bütçeli i dareler 12 974 000 01 personel gi derleri,89
2,2 00 doktora eğitimi veren yükseköğretim hizmetleri 279 000 2 özel bütçeli i dareler 279 000 01 personel gi derleri 244,92
2,hizmetler 304 000 00 eğitime yardımcı hizmetler 5 000 2 özel bütçeli i dareler 5 000 03 mal ve hi zmet,64
2,000 03 öğrencilerin beslenmelerine i lişkin giderler 200 000 2 özel bütçeli i dareler 200 000 03 mal ve hi zmet,79
2,kültür ve spor faaliyetlerine i lişkin giderler 79 000 2 özel bütçeli i dareler 79 000 03 mal ve hi zmet,54
2,zmet alimlari 44 000 07 diğer giderler 20 000 2 özel bütçeli i dareler 20 000 01 personel gi derleri 10,87
2,i lişkin araştırma ve geliştirme hizmetleri 1 206 000 2 özel bütçeli i dareler 1 206 000 03 mal ve hi,56
2,000 01 bilimsel ve teknolojik araştırma hizmetleri 45 000 2 özel bütçeli i dareler 45 000 03 mal ve hi zmet,71
2,000 9 00 sınıflandırmaya girmeyen eğitim hizmetleri 113 000 2 özel bütçeli i dareler 113 000 01 personel gi derleri 30,95
2,i ii iii iv 04 alınan bağış ve yardımlar ile özel gelirler 20 003 000 aynen kabul 2 merkezi yönetim bütçesine,46
